0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
1.493704800000000000e+09,1.744999999999999929e+01,1.694999999999999929e+01,7.000000000000000666e-02,2.085872310120612250e-01,1.987916012853384040e-01,6.126211602240800858e-01
1.493791200000000000e+09,1.967000000000000171e+01,1.547000000000000064e+01,8.000000000000000167e-02,2.175942900869995422e-01,2.096972834132611874e-01,5.727084195241332054e-01
1.493877600000000000e+09,1.292999999999999972e+01,2.185000000000000142e+01,7.000000000000000666e-02,2.051912249624729123e-01,1.866257017012685482e-01,6.181830653548240351e-01
1.493964000000000000e+09,1.196000000000000085e+01,1.666000000000000014e+01,5.000000000000000278e-02,2.000242596585303512e-01,2.080561670847237143e-01,5.919195628538728160e-01
1.494050400000000000e+09,2.726000000000000156e+01,1.214000000000000057e+01,2.000000000000000042e-02,1.759697909094393165e-01,1.787915648054331508e-01,6.452386358380317599e-01
1.494136800000000000e+09,1.862999999999999901e+01,1.151200000000000045e+02,5.999999999999999778e-02,2.206900076195597582e-01,1.742661934811621793e-01,6.150437888503074157e-01
1.494223200000000000e+09,2.392999999999999972e+01,3.155000000000000071e+01,5.999999999999999778e-02,1.639035514090210199e-01,1.694814080744981855e-01,6.766150348633527267e-01
1.494309600000000000e+09,2.212000000000000099e+01,3.950999999999999801e+01,1.100000000000000006e-01,1.982917669788002990e-01,1.856129170022904895e-01,6.360953122004866511e-01
1.494396000000000000e+09,2.303000000000000114e+01,1.726999999999999957e+01,1.400000000000000133e-01,1.718089894391596206e-01,1.853848141152411588e-01,6.428061863780021312e-01
1.494482400000000000e+09,2.819999999999999929e+01,1.492999999999999972e+01,1.199999999999999956e-01,1.491244889050722111e-01,1.855399823933839842e-01,6.653355187177658614e-01
1.494568800000000000e+09,1.916000000000000014e+01,2.276000000000000156e+01,7.000000000000000666e-02,1.875733193941414301e-01,1.682834371179342259e-01,6.441432358324528096e-01
1.494655200000000000e+09,1.700000000000000000e+01,1.494999999999999929e+01,2.999999999999999889e-02,1.882170341163873772e-01,1.873928979504853598e-01,6.343900552392005565e-01
1.494741600000000000e+09,2.976000000000000156e+01,1.689999999999999858e+01,5.999999999999999778e-02,1.553618677332997411e-01,1.785446604341268673e-01,6.660934618860483436e-01
1.494828000000000000e+09,2.489999999999999858e+01,3.210000000000000142e+01,5.000000000000000278e-02,1.606516795605421044e-01,1.761682442110031888e-01,6.631800665706396591e-01
1.494914400000000000e+09,1.533000000000000007e+01,1.080000000000000071e+01,7.000000000000000666e-02,1.804390146769583314e-01,1.778930790722370037e-01,6.416678982973098577e-01
1.495000800000000000e+09,2.957000000000000028e+01,1.955000000000000071e+01,5.999999999999999778e-02,1.442544012889266092e-01,1.999299554433673631e-01,6.558156346529722125e-01
1.495087200000000000e+09,2.444999999999999929e+01,1.052999999999999936e+01,8.000000000000000167e-02,1.698498808220028911e-01,1.849796816613525074e-01,6.451704302430152360e-01
1.495173600000000000e+09,2.585999999999999943e+01,1.008000000000000007e+01,1.100000000000000006e-01,1.807969640195369598e-01,1.706688739266246646e-01,6.685341535508633193e-01
1.495260000000000000e+09,2.737000000000000099e+01,2.717000000000000171e+01,8.000000000000000167e-02,1.717594270594418049e-01,2.010765777248889330e-01,6.271639852225781020e-01
1.495346400000000000e+09,2.125000000000000000e+01,2.069000000000000128e+01,1.000000000000000056e-01,2.048283383809030023e-01,1.877820399589836542e-01,6.173896132409573134e-01
1.495432800000000000e+09,2.212000000000000099e+01,1.160999999999999943e+01,8.999999999999999667e-02,1.758854993619024809e-01,1.727618399914354064e-01,6.713526552915572987e-01
1.495519200000000000e+09,2.526000000000000156e+01,1.433000000000000007e+01,2.000000000000000042e-02,1.615616467967629366e-01,1.720092707220464978e-01,6.764290754497050973e-01
1.495605600000000000e+09,2.339000000000000057e+01,1.263000000000000078e+01,8.000000000000000167e-02,1.730120491795241744e-01,1.984153608698397964e-01,6.585725826025009555e-01
1.495692000000000000e+09,2.323000000000000043e+01,1.616000000000000014e+01,7.000000000000000666e-02,1.668315726518631026e-01,1.647036549076437983e-01,6.684647710621356431e-01
1.495778400000000000e+09,2.973000000000000043e+01,8.289999999999999147e+00,7.000000000000000666e-02,1.666833658609539193e-01,2.094276482611894530e-01,6.838889791816472608e-01
1.495864800000000000e+09,2.469000000000000128e+01,1.284999999999999964e+01,8.999999999999999667e-02,1.533335196785628740e-01,1.685398987587541364e-01,6.781265733391046435e-01
1.495951200000000000e+09,2.973999999999999844e+01,1.493999999999999950e+01,5.999999999999999778e-02,1.837191307544708274e-01,1.784853037353605065e-01,6.677955540642142029e-01
1.496037600000000000e+09,2.103999999999999915e+01,1.555000000000000071e+01,5.000000000000000278e-02,1.711969243362546078e-01,1.516526646353304475e-01,6.771504017710685552e-01
1.496124000000000000e+09,2.039999999999999858e+01,1.621999999999999886e+01,5.999999999999999778e-02,1.931234528869390510e-01,1.678495061304420277e-01,6.590270312875509129e-01
1.496210400000000000e+09,2.801999999999999957e+01,1.621999999999999886e+01,1.600000000000000033e-01,1.712507797777652607e-01,1.895767434127628714e-01,6.591724700853228702e-01
1.496296800000000000e+09,2.596999999999999886e+01,1.125999999999999979e+01,8.999999999999999667e-02,1.657375082653015919e-01,1.939335243497043726e-01,7.103289560228586152e-01
1.496383200000000000e+09,2.312999999999999901e+01,2.478999999999999915e+01,7.000000000000000666e-02,1.680955584160983562e-01,1.689349593501537905e-01,7.329694727063178483e-01
